1	8
2	16
3	24
4	18
5	13
6	1
7	18
8	19
9	21
10	8
11	11
12	10
13	4
14	25
15	4
16	17
17	17
18	28
19	15
20	1
21	3
22	8
23	28
24	9
25	4
26	11
27	24
28	22
29	15
30	1
31	1
32	22
33	13
34	2
35	1
36	25
37	28
38	15
39	8
40	11
41	16
42	7
43	3
44	28
45	25
46	15
47	3
48	20
49	22
50	13
51	18
52	24
53	22
54	21
55	27
56	8
57	17
58	2
59	1
60	26
61	11
62	10
63	5
64	25
65	23
66	20
67	18
68	14
69	18
70	18
71	23
72	21
73	14
74	8
75	23
76	17
77	25
78	21
79	24
80	8
81	11
82	20
83	12
84	1
85	11
86	22
87	7
88	24
89	7
90	23
91	8
92	8
93	26
94	10
95	13
96	20
97	1
98	7
99	28
100	10
101	1
102	3
103	3
104	15
105	24
106	3
107	28
108	8
109	19
110	11
111	22
112	16
113	8
114	12
115	7
116	2
117	7
118	11
119	14
120	9
121	7
122	24
123	7
124	14
125	12
126	8
127	25
128	7
129	27
130	9
131	13
132	21
133	16
134	21
135	24
136	1
137	22
138	11
139	17
140	8
141	20
142	14
143	22
144	8
145	16
146	23
147	8
148	2
149	15
150	15
151	3
152	4
153	16
154	3
155	25
156	7
157	14
158	8
159	7
160	3
161	17
162	10
163	2
164	4
165	19
166	25
167	13
168	22
169	24
170	5
171	28
172	4
173	24
174	25
175	3
176	3
177	24
178	27
179	26
180	8
181	6
182	1
183	26
184	13
185	4
186	16
187	15
188	17
189	21
190	1
191	12
192	22
193	15
194	24
195	26
196	8
197	27
198	4
199	6
200	14
201	16
202	23
203	8
204	1
205	24
206	22
207	22
208	18
209	8
210	27
211	4
212	3
213	8
214	9
215	8
216	26
217	26
218	11
219	8
220	8
221	22
222	17
223	27
224	10
225	6
226	7
227	3
228	28
229	21
230	23
231	11
232	24
233	13
234	24
235	4
236	24
237	8
238	5
239	28
240	3
241	10
242	8
243	8
244	28
245	3
246	16
247	1
248	24
249	25
250	27
251	24
252	28
253	1
254	13
255	13
256	11
257	18
258	9
259	8
260	12
261	28
262	21
263	27
264	24
265	8
266	9
267	18
268	23
269	28
270	11
271	25
272	15
273	8
274	4
275	3
276	22
277	5
278	13
279	6
280	8
281	18
282	3
283	4
284	14
285	25
286	25
287	24
288	23
289	1
290	27
291	28
292	7
293	3
294	18
295	16
296	6
297	3
298	28
299	5
300	24
301	24
302	22
303	14
304	1
305	24
306	8
307	10
308	6
309	24
310	19
311	26
312	11
313	17
314	8
315	21
316	16
317	22
318	14
319	21
320	27
321	25
322	3
323	3
324	23
325	18
326	20
327	11
328	24
329	13
330	19
331	12
332	19
333	27
334	28
335	14
336	18
337	20
338	3
339	24
340	8
341	18
342	3
343	2
344	10
345	2
346	22
347	19
348	7
349	8
350	24
351	25
352	10
353	16
354	26
355	26
356	14
357	24
358	18
359	3
360	8
361	6
362	22
363	12
364	6
365	12
366	20
367	8
368	8
369	5
370	14
371	21
372	20
373	7
374	27
375	17
376	7
377	16
378	27
379	18
380	13
381	24
382	8
383	25
384	22
385	15
386	8
387	12
388	24
389	27
390	21
391	27
392	11
393	9
394	8
395	13
396	6
397	3
398	1
399	7
400	3
401	8
402	15
403	5
404	14
405	20
406	14
407	13
408	27
409	9
410	1
411	27
412	17
413	24
414	1
415	21
416	28
417	18
418	8
419	3
420	11
421	3
422	17
423	7
424	27
425	9
426	19
427	2
428	8
429	8
430	28
431	2
432	25
433	7
434	11
435	15
436	21
437	3
438	7
439	12
440	24
441	8
442	16
443	9
444	9
445	22
446	5
447	3
448	22
449	11
450	9
451	13
452	7
453	9
454	17
455	21
456	14
457	8
458	5
459	28
460	4
461	2
462	22
463	3
464	22
465	14
466	6
467	1
468	8
469	3
470	19
471	19
472	28
473	8
474	22
475	14
476	1
477	21
478	7
479	28
480	28
481	19
482	20
483	2
484	16
485	8
486	13
487	1
488	21
489	23
490	5
491	1
492	11
493	9
494	1
495	13
496	2
497	25
498	23
499	11
500	18
