1	21
2	46
3	47
4	32
5	46
6	21
7	15
8	11
9	19
10	17
11	22
12	38
13	18
14	23
15	31
16	22
17	42
18	21
19	53
20	39
21	23
22	11
23	12
24	6
25	36
26	51
27	23
28	32
29	46
30	36
31	51
32	44
33	45
34	41
35	43
36	47
37	19
38	25
39	44
40	21
41	30
42	8
43	37
44	26
45	27
46	27
47	17
48	50
49	36
50	28
51	35
52	47
53	37
54	46
55	22
56	11
57	1
58	44
59	6
60	45
61	40
62	19
63	21
64	22
65	22
66	19
67	36
68	42
69	34
70	18
71	46
72	27
73	27
74	27
75	33
76	43
77	41
78	19
79	14
80	15
81	24
82	31
83	10
84	48
85	19
86	46
87	30
88	50
89	27
90	51
91	34
92	3
93	26
94	16
95	51
96	39
97	53
98	46
99	44
100	24
101	12
102	46
103	46
104	22
105	12
106	46
107	52
108	27
109	45
110	49
111	22
112	29
113	32
114	34
115	7
116	33
117	51
118	19
119	50
120	22
121	1
122	38
123	33
124	19
125	37
126	39
127	33
128	1
129	14
130	44
131	38
132	27
133	39
134	8
135	28
136	34
137	30
138	23
139	28
140	7
141	13
142	32
143	34
144	53
145	27
146	45
147	1
148	1
149	17
150	21
151	32
152	45
153	45
154	7
155	5
156	49
157	26
158	42
159	29
160	33
161	37
162	31
163	23
164	13
165	28
166	22
167	12
168	51
169	11
170	44
171	29
172	28
173	17
174	53
175	26
176	19
177	37
178	38
179	22
180	19
181	32
182	18
183	39
184	21
185	46
186	7
187	35
188	23
189	25
190	41
191	28
192	22
193	22
194	26
195	12
196	29
197	16
198	9
199	52
200	4
201	19
202	39
203	51
204	10
205	53
206	23
207	8
208	50
209	51
210	7
211	22
212	24
213	41
214	31
215	45
216	45
217	26
218	29
219	12
220	24
221	19
222	46
223	5
224	12
225	48
226	45
227	33
228	32
229	4
230	51
231	11
232	48
233	25
234	45
235	22
236	44
237	29
238	40
239	15
240	12
241	53
242	21
243	10
244	46
245	5
246	21
247	33
248	1
249	44
250	21
251	8
252	7
253	45
254	20
255	37
256	14
257	37
258	36
259	21
260	51
261	18
262	41
263	19
264	30
265	13
266	40
267	32
268	27
269	34
270	4
271	34
272	46
273	12
274	19
275	32
276	32
277	31
278	23
279	50
280	17
281	47
282	15
283	51
284	14
285	51
286	32
287	51
288	49
289	33
290	24
291	44
292	45
293	21
294	21
295	6
296	46
297	24
298	33
299	53
300	39
301	26
302	32
303	13
304	27
305	21
306	45
307	19
308	9
309	41
310	37
311	29
312	34
313	46
314	31
315	45
316	23
317	33
318	10
319	42
320	10
321	46
322	20
323	39
324	26
325	52
326	51
327	31
328	15
329	21
330	17
331	37
332	42
333	13
334	11
335	15
336	42
337	22
338	26
339	5
340	13
341	20
342	51
343	48
344	46
345	31
346	45
347	23
348	32
349	45
350	36
351	19
352	3
353	46
354	10
355	32
356	29
357	19
358	28
359	9
360	43
361	16
362	32
363	44
364	1
365	27
366	35
367	23
368	49
369	5
370	2
371	49
372	3
373	43
374	41
375	21
376	16
377	35
378	53
379	18
380	38
381	15
382	27
383	30
384	36
385	26
386	31
387	19
388	40
389	25
390	7
391	20
392	28
393	46
394	24
395	36
396	17
397	24
398	21
399	36
400	20
401	39
402	50
403	36
404	12
405	53
406	33
407	48
408	16
409	15
410	29
411	34
412	7
413	51
414	48
415	52
416	44
417	24
418	44
419	37
420	37
421	1
422	21
423	46
424	28
425	9
426	32
427	6
428	53
429	8
430	1
431	8
432	13
433	30
