1	10
2	34
3	45
4	30
5	13
6	54
7	13
8	55
9	41
10	35
11	57
12	42
13	38
14	7
15	54
16	10
17	21
18	54
19	15
20	47
21	49
22	33
23	9
24	13
25	41
26	7
27	42
28	4
29	40
30	49
31	22
32	55
33	54
34	57
35	7
36	32
37	26
38	56
39	35
40	40
41	34
42	26
43	23
44	17
45	20
46	1
47	41
48	13
49	26
50	48
51	23
52	37
53	40
54	38
55	24
56	9
57	50
58	54
59	10
60	47
61	20
62	50
63	57
64	28
65	50
66	57
67	57
68	49
69	10
70	54
71	41
72	18
73	45
74	6
75	38
76	27
77	52
78	30
79	17
80	38
81	37
82	37
83	28
84	57
85	5
86	23
87	3
88	46
89	41
90	32
91	54
92	49
93	57
94	37
95	23
96	25
97	24
98	54
99	8
100	13
101	44
102	6
103	31
104	33
105	40
106	5
107	12
108	49
109	6
110	31
111	50
112	22
113	38
114	10
115	8
116	22
117	32
118	41
119	10
120	27
121	50
122	52
123	27
124	23
125	12
126	50
127	42
128	5
129	3
130	5
131	55
132	3
133	40
134	33
135	37
136	5
137	36
138	48
139	40
140	30
141	14
142	41
143	50
144	2
145	6
146	14
147	42
148	14
149	17
150	50
151	36
152	10
153	22
154	57
155	20
156	46
157	4
158	53
159	23
160	2
161	10
162	54
163	11
164	56
165	20
166	10
167	40
168	28
169	1
170	4
171	48
172	40
173	40
174	57
175	21
176	23
177	26
178	57
179	11
180	54
181	18
182	43
183	4
184	38
185	42
186	54
187	49
188	22
189	57
190	10
191	9
192	39
193	13
194	13
195	54
196	54
197	33
198	37
199	57
200	11
201	29
202	18
203	13
204	27
205	52
206	4
207	50
208	26
209	57
210	49
211	10
212	34
213	11
214	10
215	2
216	33
217	17
218	16
219	44
220	45
221	18
222	57
223	13
224	52
225	43
226	54
227	19
228	33
229	23
230	15
231	32
232	39
233	21
234	21
235	26
236	37
237	44
238	42
239	56
240	15
241	24
242	17
243	22
244	43
245	14
246	30
247	23
248	47
249	49
250	36
251	23
252	43
253	56
254	32
255	33
256	6
257	1
258	41
259	41
260	16
261	55
262	16
263	22
264	56
265	50
266	2
267	21
268	32
269	57
270	35
271	57
272	41
273	50
274	54
275	10
276	7
277	10
278	25
279	26
280	23
281	45
282	9
283	51
284	41
285	11
286	5
287	37
288	25
289	54
290	23
291	9
292	43
293	54
294	37
295	45
296	51
297	42
298	7
299	16
300	18
301	51
302	7
303	15
304	37
305	26
306	17
307	22
308	9
309	6
310	32
311	23
312	23
313	10
314	54
315	26
316	4
317	2
318	11
319	41
320	41
321	6
322	33
323	38
324	10
325	54
326	24
327	57
328	41
329	23
330	25
331	26
332	30
333	6
334	56
335	56
336	35
337	11
338	7
339	57
340	10
341	49
342	4
343	11
344	13
345	8
346	8
347	56
348	15
349	10
350	34
351	23
352	18
353	46
354	6
355	36
356	24
357	18
358	57
359	57
360	30
361	32
362	32
363	34
364	18
365	41
366	40
367	41
368	37
369	1
370	22
371	38
372	4
373	30
374	30
375	18
376	54
377	54
378	23
379	7
380	22
381	19
382	24
383	13
384	55
385	57
386	55
387	24
388	54
389	25
390	32
391	1
392	21
393	50
394	38
395	10
396	39
397	35
398	13
399	13
400	17
401	26
402	25
403	12
404	48
405	40
406	30
407	33
408	14
409	7
410	31
411	33
412	23
413	7
414	18
415	26
416	49
417	51
418	8
419	47
420	36
421	37
422	14
423	54
424	25
425	39
426	38
427	2
428	13
429	7
430	37
431	50
432	34
