1	23
2	14
3	19
4	15
5	9
6	7
7	19
8	2
9	14
10	7
11	17
12	19
13	3
14	23
15	9
16	23
17	16
18	5
19	10
20	21
21	22
22	1
23	6
24	6
25	7
26	7
27	23
28	21
29	19
30	10
31	13
32	21
33	9
34	10
35	18
36	1
37	7
38	1
39	7
40	7
41	23
42	10
43	7
44	23
45	14
46	21
47	2
48	23
49	11
50	9
51	1
52	6
53	7
54	13
55	1
56	22
57	6
58	16
59	2
60	4
61	15
62	8
63	19
64	7
65	3
66	19
67	15
68	8
69	5
70	16
71	19
72	22
73	7
74	7
75	6
76	2
77	18
78	15
79	19
80	19
81	3
82	11
83	8
84	6
85	19
86	11
87	22
88	2
89	19
90	13
91	4
92	5
93	22
94	19
95	22
96	11
97	16
98	13
99	9
100	21
101	23
102	16
103	5
104	14
105	13
106	8
107	20
108	2
109	7
110	21
111	19
112	15
113	16
114	14
115	20
116	22
117	14
118	7
119	18
120	8
121	8
122	7
123	20
124	12
125	10
126	4
127	16
128	2
129	19
130	10
131	13
132	19
133	4
134	12
135	11
136	13
137	23
138	1
139	18
140	6
141	16
142	9
143	19
144	16
145	7
146	7
147	7
148	7
149	4
150	19
151	22
152	13
153	12
154	21
155	23
156	13
157	13
158	1
159	14
160	12
161	17
162	18
163	7
164	20
165	3
166	14
167	8
168	13
169	6
170	9
171	17
172	23
173	12
174	19
175	9
176	16
177	20
178	8
179	23
180	23
181	1
182	6
183	16
184	19
185	12
186	19
187	11
188	7
189	10
190	1
191	12
192	1
193	12
194	16
195	9
196	8
197	7
198	19
199	13
200	9
201	1
202	12
203	16
204	19
205	1
206	13
207	6
208	8
209	13
210	8
211	19
212	13
213	19
214	18
215	15
216	4
217	11
218	3
219	1
220	16
221	7
222	6
223	21
224	8
225	6
226	17
227	9
228	12
229	8
230	14
231	14
232	12
233	14
234	9
235	16
236	15
237	3
238	15
239	9
240	12
241	7
242	11
243	4
244	5
245	4
246	14
247	16
248	12
249	21
250	22
251	16
252	20
253	4
254	6
255	13
256	6
257	17
258	12
259	17
260	13
261	13
262	19
263	4
264	1
265	7
266	22
267	11
268	7
269	15
270	16
271	18
272	3
273	6
274	2
275	7
276	16
277	1
278	20
279	16
280	11
281	8
282	16
283	16
284	11
285	15
286	17
287	16
288	15
289	14
290	4
291	6
292	16
293	9
294	3
295	21
296	22
297	1
298	7
299	21
300	8
301	9
302	13
303	8
304	1
305	19
306	6
307	20
308	20
309	8
310	1
311	15
312	19
313	5
314	7
315	12
316	23
317	14
318	16
319	19
320	23
321	4
322	13
323	23
324	23
325	4
326	22
327	6
328	22
329	12
330	20
331	6
332	21
333	19
334	14
335	18
336	4
337	9
338	7
339	8
340	6
341	15
342	23
343	17
344	15
345	3
346	12
347	15
348	19
349	21
350	7
351	12
352	20
353	3
354	23
355	15
356	4
357	10
358	13
359	19
360	7
361	21
362	13
363	13
364	19
365	13
366	8
367	8
368	20
369	19
370	21
371	15
372	11
373	19
374	13
375	1
376	3
377	12
378	9
379	13
380	18
381	11
382	5
383	13
384	22
385	12
386	16
387	16
388	19
389	16
390	7
391	10
392	6
393	22
394	23
395	13
396	23
397	16
398	10
399	16
400	18
401	22
402	22
403	14
404	6
405	19
406	18
407	4
408	22
409	4
410	6
411	14
412	11
413	6
414	15
415	21
416	21
417	1
418	19
419	9
420	21
421	8
422	19
423	11
424	4
425	12
426	16
427	9
428	5
429	9
430	21
431	16
432	13
433	21
434	19
435	4
436	2
437	7
438	19
439	5
440	8
441	7
442	8
443	8
444	16
445	10
446	15
447	14
448	23
449	7
450	3
451	4
452	21
453	23
454	18
455	4
456	9
457	13
458	4
459	1
460	21
461	15
462	14
463	7
464	8
465	2
466	9
467	11
468	4
469	17
470	5
471	3
472	7
473	19
474	7
475	3
476	3
477	20
478	9
479	1
480	14
481	13
482	14
483	17
484	22
485	18
486	13
487	8
488	22
489	13
490	13
491	13
492	17
493	15
494	21
495	15
496	3
497	13
498	13
499	12
500	8
